Student_ID,Registration_No,Gender,Age,Course,Semester,Section,Total_Classes,Classes_Attended,Attendance_Percentage,Previous_Semester_GPA,Current_CGPA,Assignment_1,Assignment_2,Avg_Assignment_Score,Avg_Tutorial_Score,Avg_Pop_Quiz,Avg_Lab_Score,Mid_Term_Assessment,Final_Term_Assessment,Capstone_Project_Marks,Study_Habits,Disciplinary_Record,Internship_Status,Teacher_Remarks,Extracurricular_Feedback,Final_Obtained_Score,Student_Grade_Band
S-12784,REG-2026-3784,M,23,BS Info Tech,2,S2,50,43,87.0,3.69,3.92,91,90,90.5,94,93,81,95.0,82,96,Very consistent,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Active club president,88.65,Excellent
S-12785,REG-2026-3785,F,24,BS Software Eng,3,S3,50,47,95.0,3.79,3.68,96,96,96.0,87,99,93,82.0,82,94,Very consistent,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Active club president,88.85,Excellent
S-12786,REG-2026-3786,M,22,BS Data Science,8,S1,50,46,93.0,3.63,3.42,87,90,88.5,84,96,93,92.0,84,93,Regular studier,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,89.95,Excellent
S-12787,REG-2026-3787,M,19,BS Data Science,1,S2,50,40,81.0,2.79,3.04,66,68,67.0,61,63,67,66.0,65,63,Last-minute crammer,Good,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,65.9,Good
S-12788,REG-2026-3788,F,23,BS Computer Science,4,S3,50,41,83.0,2.83,2.73,75,73,74.0,67,77,60,73.0,64,74,Occasional studier,Good,Not Started,Understands the basics but struggles with complex logic.,Average sports player,69.6,Good
S-12789,REG-2026-3789,F,22,BS AI,2,S1,50,46,93.0,3.7,2.91,89,92,90.5,91,98,96,84.0,92,90,Highly focused,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,91.25,Excellent
S-12790,REG-2026-3790,M,22,BS AI,6,S3,50,33,67.0,3.16,3.21,55,62,58.5,63,62,76,76.0,55,62,Last-minute crammer,Warning,Not Started,Average performance. Needs to focus more on lab work.,Learning basics of music,65.1,Good
S-12791,REG-2026-3791,M,19,BS AI,7,S2,50,47,94.0,3.88,3.81,83,82,82.5,90,83,86,88.0,83,89,Highly focused,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Active club president,85.9,Excellent
S-12792,REG-2026-3792,M,20,BS Info Tech,2,S3,50,34,68.0,2.59,2.56,73,73,73.0,69,72,71,67.0,65,63,Last-minute crammer,Good,Ongoing,Understands the basics but struggles with complex logic.,Learning basics of music,67.95,Good
S-12793,REG-2026-3793,F,24,BS Data Science,4,S3,50,49,99.0,3.96,3.67,87,97,92.0,90,80,96,81.0,96,90,Highly focused,Excellent,Completed,Shows excellent leadership and analytical skills.,Shows leadership in sports,90.25,Excellent
S-12794,REG-2026-3794,M,24,BS Computer Science,8,S2,50,37,75.0,3.4,3.35,63,65,64.0,75,66,60,57.0,64,57,Last-minute crammer,Warning,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,62.6,Average
S-12795,REG-2026-3795,M,22,BS Computer Science,6,S1,50,49,98.0,3.96,3.86,86,93,89.5,85,90,93,84.0,93,92,Regular studier,Excellent,Completed,Outstanding performance throughout the semester.,Outstanding performer in arts,90.3,Excellent
S-12796,REG-2026-3796,M,19,BS Software Eng,4,S2,50,35,70.0,2.62,2.33,58,67,62.5,61,58,59,74.0,75,61,Occasional studier,Good,Ongoing,Understands the basics but struggles with complex logic.,Learning basics of music,67.1,Good
S-12797,REG-2026-3797,F,24,BS Data Science,2,S1,50,39,78.0,3.04,3.14,75,64,69.5,72,63,73,71.0,70,60,Needs some guidance,Good,Ongoing,Good effort but needs more consistency in assignments.,Average sports player,69.4,Good
S-12798,REG-2026-3798,M,20,BS Software Eng,8,S2,50,48,96.0,3.96,3.96,95,83,89.0,81,89,81,98.0,91,96,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Shows leadership in sports,90.75,Excellent
S-12799,REG-2026-3799,F,18,BS AI,7,S2,50,35,70.0,3.17,2.9,69,67,68.0,56,64,66,71.0,64,56,Occasional studier,Warning,Ongoing,Understands the basics but struggles with complex logic.,Participates occasionally,65.2,Good
S-12800,REG-2026-3800,M,18,BS Computer Science,1,S2,50,24,48.0,2.0,1.92,23,23,23.0,24,49,37,31.0,47,27,Rarely studies,Warning,Not Started,Frequently misses deadlines and lacks motivation.,No interest,37.0,Poor
S-12801,REG-2026-3801,F,20,BS AI,1,S3,50,38,76.0,2.57,2.42,71,75,73.0,66,67,58,75.0,61,77,Occasional studier,Good,Ongoing,Good effort but needs more consistency in assignments.,Average sports player,67.75,Good
S-12802,REG-2026-3802,F,22,BS Software Eng,7,S3,50,36,73.0,3.31,3.11,67,76,71.5,67,67,66,59.0,65,57,Last-minute crammer,Good,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,64.5,Average
S-12803,REG-2026-3803,F,24,BS AI,3,S1,50,46,93.0,3.68,3.49,81,83,82.0,93,95,88,80.0,93,90,Very consistent,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Active club president,88.45,Excellent
S-12804,REG-2026-3804,M,22,BS Data Science,8,S3,50,46,92.0,3.63,3.42,86,85,85.5,99,98,83,84.0,80,93,Very consistent,Excellent,Completed,Shows excellent leadership and analytical skills.,Active club president,86.45,Excellent
S-12805,REG-2026-3805,M,23,BS Computer Science,1,S1,50,38,77.0,3.01,2.79,60,57,58.5,59,62,66,55.0,76,77,Needs some guidance,Warning,Ongoing,Understands the basics but struggles with complex logic.,Average sports player,66.45,Good
S-12806,REG-2026-3806,F,25,BS AI,5,S1,50,17,34.0,1.87,1.85,45,21,33.0,51,52,27,47.0,53,45,Needs constant monitoring,Needs Improvement,Not Started,Frequently misses deadlines and lacks motivation.,Struggles to participate,43.95,Poor
S-12807,REG-2026-3807,M,23,BS Data Science,8,S1,50,38,77.0,2.84,3.01,77,75,76.0,62,63,75,67.0,71,59,Needs some guidance,Good,Not Started,Average performance. Needs to focus more on lab work.,Learning basics of music,69.15,Good
S-12808,REG-2026-3808,M,21,BS Info Tech,1,S1,50,39,72.69,2.93,2.89,56,68,62.0,57,60,67,77.0,78,64,Needs some guidance,Warning,Ongoing,Understands the basics but struggles with complex logic.,Learning basics of music,70.35,Good
S-12809,REG-2026-3809,M,18,BS Software Eng,3,S2,50,33,66.0,3.12,2.9,60,67,63.5,70,75,77,77.0,78,55,Needs some guidance,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Average sports player,72.6,Good
S-12810,REG-2026-3810,F,19,BS Software Eng,7,S1,50,39,72.69,3.27,3.43,61,75,68.0,62,74,55,68.0,74,59,Last-minute crammer,Good,Not Started,Average performance. Needs to focus more on lab work.,Average sports player,67.5,Good
S-12811,REG-2026-3811,F,21,BS Data Science,2,S3,50,28,57.0,1.35,1.37,27,48,37.5,27,38,34,45.0,41,52,Needs constant monitoring,Warning,Not Started,Frequently misses deadlines and lacks motivation.,No interest,41.3,Poor
S-12812,REG-2026-3812,F,18,BS Computer Science,4,S1,50,42,85.0,3.55,3.84,98,97,97.5,83,90,89,96.0,81,98,Very consistent,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,89.75,Excellent
S-12813,REG-2026-3813,F,25,BS Info Tech,2,S2,50,49,99.0,3.56,3.61,81,89,85.0,87,98,83,95.0,82,98,Very consistent,Excellent,Completed,Shows excellent leadership and analytical skills.,Shows leadership in sports,89.35,Excellent
S-12814,REG-2026-3814,F,19,BS Software Eng,5,S3,50,37,74.0,3.17,3.16,72,57,64.5,65,64,77,72.0,59,58,Needs some guidance,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,66.3,Good
S-12815,REG-2026-3815,F,20,BS AI,5,S3,50,47,95.0,3.72,3.73,98,81,89.5,91,95,97,92.0,92,92,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Shows leadership in sports,92.9,Excellent
S-12816,REG-2026-3816,F,24,BS Software Eng,2,S2,50,49,99.0,3.7,3.72,91,87,89.0,97,86,84,96.0,88,94,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Active club president,90.5,Excellent
S-12817,REG-2026-3817,M,23,BS Data Science,4,S1,50,36,73.0,2.81,2.92,72,65,68.5,76,60,69,69.0,61,69,Last-minute crammer,Good,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,66.6,Good
S-12818,REG-2026-3818,M,24,BS AI,1,S3,50,16,32.0,1.56,2.91,38,41,39.5,29,26,28,32.0,45,40,Rarely studies,Warning,Not Started,Frequently misses deadlines and lacks motivation.,Struggles to participate,35.45,Poor
S-12819,REG-2026-3819,F,19,BS Info Tech,4,S1,50,35,71.0,3.27,3.19,60,78,69.0,72,63,76,59.0,65,64,Last-minute crammer,Warning,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,66.2,Good
S-12820,REG-2026-3820,F,20,BS Info Tech,3,S3,50,38,77.0,3.1,3.2,70,73,71.5,71,74,70,60.0,58,64,Occasional studier,Warning,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,65.35,Good
S-12821,REG-2026-3821,F,23,BS Data Science,7,S2,50,23,46.0,1.21,1.23,40,47,43.5,26,49,21,43.0,47,36,Needs constant monitoring,Probation,Not Started,Frequently misses deadlines and lacks motivation.,No interest,39.95,Poor
S-12822,REG-2026-3822,F,22,BS Computer Science,8,S2,50,46,93.0,3.75,3.89,91,87,89.0,84,87,83,95.0,81,89,Very consistent,Excellent,Completed,Shows excellent leadership and analytical skills.,Outstanding performer in arts,87.05,Excellent
S-12823,REG-2026-3823,M,18,BS Computer Science,2,S3,50,41,83.0,3.33,3.04,71,72,71.5,65,69,73,75.0,61,77,Needs some guidance,Warning,Not Started,Understands the basics but struggles with complex logic.,Participates occasionally,70.35,Good
S-12824,REG-2026-3824,M,21,BS Info Tech,6,S3,50,38,77.0,2.84,2.89,67,77,72.0,65,60,56,73.0,67,65,Occasional studier,Good,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,66.55,Good
S-12825,REG-2026-3825,F,21,BS Info Tech,3,S3,50,27,54.0,2.44,2.66,21,35,28.0,51,44,51,24.0,51,34,Needs constant monitoring,Probation,Not Started,Lacks fundamental understanding of the subject matter.,Shy and inactive,41.05,Poor
S-12826,REG-2026-3826,M,20,BS Computer Science,4,S3,50,38,76.0,2.83,3.1,70,74,72.0,78,65,73,62.0,60,78,Last-minute crammer,Warning,Not Started,Understands the basics but struggles with complex logic.,Average sports player,67.55,Good
S-12827,REG-2026-3827,M,21,BS Computer Science,4,S3,50,32,65.0,2.75,2.76,74,62,68.0,76,72,71,71.0,78,76,Occasional studier,Warning,Ongoing,"Participates occasionally, can definitely do better.",Participates occasionally,73.0,Good
S-12828,REG-2026-3828,F,20,BS Info Tech,2,S3,50,34,68.0,3.45,3.24,58,74,66.0,65,78,62,76.0,75,68,Needs some guidance,Good,Ongoing,"Participates occasionally, can definitely do better.",Participates occasionally,71.1,Good
S-12829,REG-2026-3829,F,19,BS Computer Science,1,S1,50,49,98.0,3.97,3.9,92,98,95.0,86,85,96,95.0,94,80,Highly focused,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Active club president,92.1,Excellent
S-12830,REG-2026-3830,F,20,BS Software Eng,3,S3,50,22,44.0,1.75,1.91,34,27,30.5,38,37,32,24.0,35,49,Needs constant monitoring,Probation,Not Started,"Needs urgent improvement, counseling recommended.",Struggles to participate,34.1,Poor
S-12831,REG-2026-3831,M,22,BS Software Eng,2,S2,50,23,46.0,2.13,2.06,28,28,28.0,39,51,26,26.0,29,52,Needs constant monitoring,Warning,Not Started,Irregular attendance and extremely poor focus in class.,No interest,33.7,Poor
S-12832,REG-2026-3832,F,24,BS AI,8,S1,50,39,78.0,3.41,3.21,76,59,67.5,62,63,76,78.0,59,75,Last-minute crammer,Warning,Not Started,"Participates occasionally, can definitely do better.",Participates occasionally,69.3,Good
S-12833,REG-2026-3833,M,21,BS AI,6,S2,50,24,48.0,1.59,1.35,51,22,36.5,46,28,20,39.0,32,22,Last-minute crammer,Probation,Not Started,Frequently misses deadlines and lacks motivation.,Struggles to participate,32.15,Poor
S-12834,REG-2026-3834,F,19,BS Info Tech,1,S3,50,34,69.0,3.02,3.03,65,68,66.5,55,67,66,60.0,56,55,Last-minute crammer,Good,Not Started,Understands the basics but struggles with complex logic.,Average sports player,60.95,Average
S-12835,REG-2026-3835,M,19,BS Data Science,4,S2,50,44,89.0,3.81,3.52,81,98,89.5,96,98,92,96.0,95,96,Regular studier,Excellent,Completed,Outstanding performance throughout the semester.,Active club president,94.35,Excellent
S-12836,REG-2026-3836,M,19,BS Data Science,1,S2,50,34,68.0,3.04,2.98,76,75,75.5,66,65,72,74.0,59,62,Last-minute crammer,Good,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,67.3,Good
S-12837,REG-2026-3837,M,21,BS Computer Science,4,S3,50,40,81.0,3.08,3.09,71,57,64.0,63,77,55,63.0,75,57,Occasional studier,Good,Ongoing,"Participates occasionally, can definitely do better.",Participates occasionally,66.6,Good
S-12838,REG-2026-3838,M,24,BS Software Eng,2,S3,50,33,66.0,2.55,2.56,66,62,64.0,56,78,59,57.0,70,69,Needs some guidance,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,64.95,Average
S-12839,REG-2026-3839,F,20,BS Computer Science,8,S2,50,33,66.0,2.88,2.86,60,66,63.0,59,60,73,69.0,57,71,Needs some guidance,Warning,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,64.65,Average
S-12840,REG-2026-3840,F,22,BS Computer Science,1,S2,50,22,44.0,1.15,1.19,32,39,35.5,23,30,30,32.0,36,32,Last-minute crammer,Probation,Not Started,Lacks fundamental understanding of the subject matter.,No interest,33.0,Poor
S-12841,REG-2026-3841,F,18,BS Info Tech,5,S2,50,34,68.0,2.54,2.25,70,59,64.5,73,78,71,71.0,61,78,Occasional studier,Good,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,69.2,Good
S-12842,REG-2026-3842,F,20,BS Computer Science,5,S1,50,33,66.0,3.43,3.33,65,74,69.5,67,61,76,68.0,66,58,Occasional studier,Good,Ongoing,Good effort but needs more consistency in assignments.,Participates occasionally,67.0,Good
S-12843,REG-2026-3843,F,22,BS Data Science,1,S3,50,22,44.0,2.25,2.4,21,30,25.5,23,29,49,35.0,20,30,Last-minute crammer,Warning,Not Started,Frequently misses deadlines and lacks motivation.,No interest,31.15,Poor
S-12844,REG-2026-3844,F,25,BS Data Science,2,S3,50,41,83.0,3.21,3.05,66,66,66.0,72,74,66,66.03,64,69,Last-minute crammer,Good,Not Started,"Participates occasionally, can definitely do better.",Participates occasionally,69.35,Good
S-12845,REG-2026-3845,M,25,BS Info Tech,5,S2,50,43,87.0,3.65,3.4,99,82,90.5,92,94,80,87.0,96,83,Very consistent,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Active club president,89.1,Excellent
S-12846,REG-2026-3846,M,20,BS Software Eng,8,S3,50,26,53.0,1.81,1.77,39,39,39.0,40,43,38,35.0,37,38,Rarely studies,Needs Improvement,Not Started,Lacks fundamental understanding of the subject matter.,No interest,38.6,Poor
S-12847,REG-2026-3847,M,22,BS Software Eng,2,S2,50,40,80.0,2.9,2.97,59,64,61.5,67,72,70,59.0,67,63,Occasional studier,Warning,Ongoing,"Participates occasionally, can definitely do better.",Average sports player,66.05,Good
S-12848,REG-2026-3848,M,19,BS Data Science,2,S3,50,33,67.0,3.17,3.04,69,56,62.5,72,68,55,65.0,62,72,Last-minute crammer,Warning,Ongoing,Understands the basics but struggles with complex logic.,Average sports player,63.95,Average
S-12849,REG-2026-3849,M,23,BS Software Eng,1,S3,50,44,89.0,3.56,3.43,87,94,90.5,92,93,96,85.0,87,85,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Outstanding performer in arts,89.05,Excellent
S-12850,REG-2026-3850,M,20,BS Software Eng,2,S3,50,33,67.0,3.12,2.88,64,59,61.5,56,56,74,58.0,62,73,Last-minute crammer,Good,Ongoing,Average performance. Needs to focus more on lab work.,Average sports player,63.4,Average
S-12851,REG-2026-3851,M,23,BS AI,8,S1,50,38,77.0,3.47,3.33,70,67,68.5,59,78,56,77.0,72,60,Needs some guidance,Good,Not Started,Understands the basics but struggles with complex logic.,Participates occasionally,69.25,Good
S-12852,REG-2026-3852,F,20,BS Computer Science,8,S3,50,39,79.0,2.75,2.89,66,68,67.0,63,75,56,70.0,78,57,Last-minute crammer,Warning,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,68.9,Good
S-12853,REG-2026-3853,F,24,BS AI,7,S1,50,34,69.0,2.7,2.86,75,55,65.0,76,76,71,70.0,64,61,Occasional studier,Good,Not Started,Average performance. Needs to focus more on lab work.,Participates occasionally,68.1,Good
S-12854,REG-2026-3854,M,23,BS Software Eng,5,S2,50,31,62.0,1.34,1.25,25,45,35.0,46,49,29,33.0,28,21,Needs constant monitoring,Probation,Not Started,Irregular attendance and extremely poor focus in class.,Shy and inactive,33.85,Poor
S-12855,REG-2026-3855,M,24,BS Software Eng,1,S1,50,33,67.0,2.77,2.74,63,78,70.5,61,63,69,66.03,66,75,Last-minute crammer,Warning,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,68.9,Good
S-12856,REG-2026-3856,F,18,BS Info Tech,4,S3,50,37,74.0,3.41,3.48,63,61,62.0,67,76,57,78.0,66,70,Last-minute crammer,Good,Ongoing,Understands the basics but struggles with complex logic.,Average sports player,68.5,Good
S-12857,REG-2026-3857,F,24,BS Software Eng,6,S2,50,32,65.0,2.8,2.99,71,76,73.5,70,66,64,55.0,62,75,Needs some guidance,Warning,Not Started,Average performance. Needs to focus more on lab work.,Learning basics of music,64.3,Average
S-12858,REG-2026-3858,F,23,BS Software Eng,6,S2,50,34,69.0,3.2,2.97,72,61,66.5,69,72,58,56.0,72,69,Needs some guidance,Warning,Not Started,Average performance. Needs to focus more on lab work.,Average sports player,65.55,Good
S-12859,REG-2026-3859,F,20,BS Info Tech,5,S1,50,35,71.0,2.54,2.84,57,70,63.5,55,67,74,62.0,62,68,Occasional studier,Good,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,65.15,Good
S-12860,REG-2026-3860,F,25,BS Software Eng,3,S3,50,39,78.0,2.53,2.36,59,70,64.5,58,67,74,68.0,59,66,Needs some guidance,Warning,Not Started,Good effort but needs more consistency in assignments.,Average sports player,66.0,Good
S-12861,REG-2026-3861,F,21,BS AI,4,S3,50,35,70.0,3.35,2.91,77,75,76.0,71,58,60,66.03,76,69,Last-minute crammer,Good,Ongoing,Average performance. Needs to focus more on lab work.,Learning basics of music,66.55,Good
S-12862,REG-2026-3862,F,19,BS Computer Science,2,S1,50,37,74.0,3.03,2.9,78,58,68.0,62,75,77,68.0,65,74,Last-minute crammer,Good,Ongoing,Good effort but needs more consistency in assignments.,Participates occasionally,69.9,Good
S-12863,REG-2026-3863,F,25,BS Info Tech,1,S3,50,19,38.0,1.53,1.76,43,31,37.0,20,23,25,42.0,38,42,Needs constant monitoring,Warning,Not Started,Irregular attendance and extremely poor focus in class.,Struggles to participate,34.75,Poor
S-12864,REG-2026-3864,F,21,BS Info Tech,4,S2,50,32,65.0,2.57,2.68,68,70,69.0,63,58,59,64.0,74,57,Last-minute crammer,Warning,Not Started,"Participates occasionally, can definitely do better.",Participates occasionally,64.95,Average
S-12865,REG-2026-3865,F,22,BS Computer Science,8,S3,50,45,91.0,3.73,3.69,98,83,90.5,86,81,80,85.0,86,87,Highly focused,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Outstanding performer in arts,85.2,Excellent
S-12866,REG-2026-3866,M,21,BS Computer Science,4,S2,50,40,80.0,3.26,3.48,58,70,64.0,70,74,55,67.0,71,56,Last-minute crammer,Good,Not Started,No feedback provided,Average sports player,66.3,Good
S-12867,REG-2026-3867,M,19,BS Data Science,8,S3,50,25,50.0,1.58,1.67,42,45,43.5,26,31,31,35.0,40,23,Last-minute crammer,Needs Improvement,Not Started,"Needs urgent improvement, counseling recommended.",No interest,35.2,Poor
S-12868,REG-2026-3868,M,20,BS Data Science,4,S1,50,34,68.0,2.75,2.61,77,75,76.0,69,72,57,71.0,72,72,Last-minute crammer,Good,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,69.6,Good
S-12869,REG-2026-3869,F,19,BS Info Tech,6,S1,50,28,58.0,1.34,1.44,41,25,33.0,34,40,40,44.0,38,45,Needs constant monitoring,Needs Improvement,Not Started,Irregular attendance and extremely poor focus in class.,No interest,40.7,Poor
S-12870,REG-2026-3870,F,19,BS Software Eng,2,S1,50,20,40.0,1.09,1.08,42,31,36.5,34,38,36,42.0,52,31,Rarely studies,Needs Improvement,Not Started,Irregular attendance and extremely poor focus in class.,Struggles to participate,41.05,Poor
S-12871,REG-2026-3871,M,21,BS Software Eng,8,S1,50,41,82.0,2.93,3.07,56,59,57.5,69,73,62,77.0,75,72,Last-minute crammer,Good,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,71.25,Good
S-12872,REG-2026-3872,F,24,BS Computer Science,3,S1,50,49,99.0,3.66,3.5,84,84,84.0,82,89,93,89.0,93,82,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Outstanding performer in arts,89.55,Excellent
S-12873,REG-2026-3873,F,22,BS Info Tech,7,S2,50,44,88.0,3.56,3.82,80,95,87.5,84,97,96,90.0,84,91,Highly focused,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Active club president,89.55,Excellent
S-12874,REG-2026-3874,M,20,BS Computer Science,2,S3,50,18,36.0,1.64,1.86,46,34,40.0,35,32,34,27.0,24,34,Needs constant monitoring,Probation,Not Started,Frequently misses deadlines and lacks motivation.,Struggles to participate,30.65,Poor
S-12875,REG-2026-3875,F,25,BS AI,5,S3,50,48,96.0,3.61,3.76,83,87,85.0,99,84,82,89.0,91,86,Very consistent,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Active club president,88.1,Excellent
S-12876,REG-2026-3876,M,25,BS AI,4,S2,50,35,70.0,2.76,2.76,65,72,68.5,75,68,56,66.03,78,77,Occasional studier,Warning,Ongoing,Good effort but needs more consistency in assignments.,Average sports player,69.3,Good
S-12877,REG-2026-3877,F,23,BS Data Science,2,S2,50,34,69.0,2.89,2.61,55,69,62.0,71,57,74,66.0,55,65,Occasional studier,Good,Not Started,Understands the basics but struggles with complex logic.,Average sports player,63.45,Average
S-12878,REG-2026-3878,F,25,BS Data Science,1,S2,50,47,94.0,3.85,3.59,80,80,80.0,84,87,89,80.0,99,80,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Outstanding performer in arts,87.7,Excellent
S-12879,REG-2026-3879,M,18,BS AI,2,S2,50,40,81.0,2.67,2.47,61,55,58.0,72,60,72,66.03,74,58,Needs some guidance,Warning,Not Started,Average performance. Needs to focus more on lab work.,Participates occasionally,67.55,Good
S-12880,REG-2026-3880,M,18,BS AI,8,S1,50,34,68.0,2.63,2.37,72,63,67.5,64,71,70,76.0,67,63,Occasional studier,Warning,Not Started,Understands the basics but struggles with complex logic.,Participates occasionally,69.2,Good
S-12881,REG-2026-3881,F,25,BS Info Tech,6,S1,50,33,67.0,3.4,3.42,71,56,63.5,57,55,55,58.0,75,76,Needs some guidance,Warning,Not Started,Understands the basics but struggles with complex logic.,Average sports player,64.25,Average
S-12882,REG-2026-3882,M,25,BS Data Science,3,S1,50,36,73.0,3.45,2.91,58,76,67.0,63,63,78,77.0,55,55,Occasional studier,Good,Not Started,Average performance. Needs to focus more on lab work.,Participates occasionally,66.15,Good
S-12883,REG-2026-3883,F,24,BS Software Eng,6,S3,50,41,82.0,3.0,2.88,66,71,68.5,77,68,75,62.0,64,75,Needs some guidance,Warning,Not Started,Good effort but needs more consistency in assignments.,Learning basics of music,68.75,Good
S-12884,REG-2026-3884,F,22,BS Data Science,7,S1,50,42,85.0,3.51,3.4,97,84,90.5,87,82,94,93.0,89,81,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Shows leadership in sports,88.9,Excellent
S-12885,REG-2026-3885,M,19,BS Data Science,2,S3,50,44,88.0,3.8,3.86,96,81,88.5,97,99,88,83.0,96,80,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Shows leadership in sports,89.8,Excellent
S-12886,REG-2026-3886,F,19,BS Data Science,2,S3,50,48,97.0,3.98,3.84,88,93,90.5,91,82,87,93.0,93,94,Regular studier,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Shows leadership in sports,90.95,Excellent
S-12887,REG-2026-3887,F,20,BS Software Eng,6,S1,50,18,36.0,1.94,2.05,34,37,35.5,53,21,37,31.0,40,32,Last-minute crammer,Needs Improvement,Not Started,Lacks fundamental understanding of the subject matter.,Struggles to participate,35.05,Poor
S-12888,REG-2026-3888,F,24,BS Data Science,5,S3,50,48,96.0,3.79,3.62,84,81,82.5,96,95,83,95.0,92,93,Highly focused,Excellent,Completed,Shows excellent leadership and analytical skills.,Shows leadership in sports,91.1,Excellent
S-12889,REG-2026-3889,M,24,BS Data Science,7,S1,50,35,70.0,2.79,2.8,59,59,59.0,70,60,58,58.0,77,62,Occasional studier,Good,Ongoing,Understands the basics but struggles with complex logic.,Participates occasionally,64.65,Average
S-12890,REG-2026-3890,M,19,BS Data Science,5,S1,50,45,90.0,3.53,3.79,86,89,87.5,90,83,83,91.0,80,88,Very consistent,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,85.5,Excellent
S-12891,REG-2026-3891,M,18,BS Info Tech,2,S2,50,33,66.0,3.23,3.11,66,67,66.5,61,78,62,78.0,63,55,Last-minute crammer,Warning,Not Started,Average performance. Needs to focus more on lab work.,Participates occasionally,66.95,Good
S-12892,REG-2026-3892,F,23,BS AI,4,S1,50,42,85.0,3.57,3.35,97,94,95.5,96,83,84,89.0,86,95,Highly focused,Excellent,Completed,Shows excellent leadership and analytical skills.,Active club president,88.3,Excellent
S-12893,REG-2026-3893,M,25,BS Data Science,7,S2,50,40,80.0,3.35,3.44,57,72,64.5,62,55,61,64.0,76,57,Last-minute crammer,Good,Ongoing,Understands the basics but struggles with complex logic.,Learning basics of music,65.7,Good
S-12894,REG-2026-3894,M,25,BS Computer Science,8,S2,50,47,94.0,3.81,3.58,83,84,83.5,87,99,95,93.0,84,88,Highly focused,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,89.95,Excellent
S-12895,REG-2026-3895,F,19,BS Info Tech,4,S3,50,38,76.0,2.52,2.35,77,64,70.5,64,66,65,62.0,67,64,Occasional studier,Good,Not Started,Understands the basics but struggles with complex logic.,Average sports player,65.95,Good
S-12896,REG-2026-3896,F,19,BS Software Eng,4,S3,50,42,85.0,3.95,3.97,87,90,88.5,85,91,88,97.0,87,95,Very consistent,Excellent,Completed,Shows excellent leadership and analytical skills.,Outstanding performer in arts,90.3,Excellent
S-12897,REG-2026-3897,F,20,BS Software Eng,5,S2,50,38,77.0,3.1,3.07,77,68,72.5,59,63,73,66.0,70,74,Needs some guidance,Good,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,69.4,Good
S-12898,REG-2026-3898,F,21,BS Data Science,7,S3,50,18,37.0,1.06,1.25,22,30,26.0,39,27,24,20.0,37,45,Needs constant monitoring,Probation,Not Started,Irregular attendance and extremely poor focus in class.,Shy and inactive,30.45,Poor
S-12899,REG-2026-3899,M,23,BS AI,5,S1,50,31,62.0,1.68,1.41,41,29,35.0,38,53,39,33.0,20,31,Rarely studies,Probation,Not Started,Lacks fundamental understanding of the subject matter.,No interest,34.35,Poor
